word,idf,doc_num,index,保险,银行债券,基金,外汇,期货,科技,股票,黄金,total_freq
空话,11.350755058638786,6,39910,2,4,0,0,0,0,1,0,7
起着,10.61378946447258,10,39911,3,0,1,0,1,1,3,1,10
三座大山,12.350755058638786,3,39912,0,0,0,0,0,0,2,2,4
之重,11.935717559359944,4,39913,1,0,1,0,0,0,1,1,4
严刑峻法,12.350755058638786,3,39914,0,0,0,0,0,0,3,0,3
转轨,12.935717559359944,2,39915,1,0,0,0,0,0,1,0,2
手软,11.61378946447258,5,39916,3,0,0,0,0,2,2,0,7
增时,11.61378946447258,5,39917,1,1,0,0,0,0,3,0,5
自不必说,12.350755058638786,3,39918,0,0,0,0,0,0,3,0,3
重大胜利,11.935717559359944,4,39919,0,0,0,1,0,2,1,0,4
复工,10.76579255791763,9,39920,1,0,0,0,2,0,6,0,9
首张,10.235277841218851,13,39921,4,3,1,0,0,3,4,0,15
覆核,11.12836263730234,7,39922,0,0,0,0,0,0,18,0,18
CPM,11.12836263730234,7,39923,0,0,0,0,0,2,0,6,8
抗压,11.935717559359944,4,39924,0,1,2,0,0,0,1,0,4
吴元青,13.935717559359944,1,39925,0,0,1,0,0,0,0,0,1
王超称,13.935717559359944,1,39926,0,0,1,0,0,0,0,0,1
康曼德,13.935717559359944,1,39927,0,0,1,0,0,0,0,0,1
以多空,13.935717559359944,1,39928,0,0,1,0,0,0,0,0,1
付诚成,13.935717559359944,1,39929,0,0,1,0,0,0,0,0,1
张可兴称,13.935717559359944,1,39930,0,0,1,0,0,0,0,0,1
各半,12.350755058638786,3,39931,0,1,0,1,0,0,1,0,3
二分之一,11.935717559359944,4,39932,0,0,2,0,1,1,0,0,4
收仅,11.935717559359944,4,39933,0,0,2,0,0,1,1,0,4
雄踞,12.350755058638786,3,39934,0,0,1,0,0,1,1,0,3
Fortune,13.935717559359944,1,39935,0,0,0,0,0,0,3,0,3
Enterprises,11.350755058638786,6,39936,0,0,0,0,0,0,8,0,8
Million,13.935717559359944,1,39937,0,0,0,0,0,0,3,0,3
退休职工,12.935717559359944,2,39938,1,0,0,0,0,2,0,0,3
郑功成,13.935717559359944,1,39939,1,0,0,0,0,0,0,0,1
吹起,13.935717559359944,1,39940,1,0,0,0,0,0,0,0,1
包办,12.935717559359944,2,39941,3,0,0,0,0,0,0,0,3
五年计划,12.350755058638786,3,39942,1,0,2,0,0,0,1,0,4
风雨兼程,13.935717559359944,1,39943,1,0,0,0,0,0,0,0,1
四次会议,12.935717559359944,2,39944,1,0,0,0,0,0,2,0,3
唐钧,13.935717559359944,1,39945,5,0,0,0,0,0,0,0,5
新型农村,11.61378946447258,5,39946,5,1,0,0,0,0,1,0,7
李彪,11.350755058638786,6,39947,5,0,0,0,0,0,1,0,6
合作医疗,12.350755058638786,3,39948,3,0,0,0,0,0,1,0,4
十几年来,10.76579255791763,9,39949,1,3,2,1,0,0,2,0,9
华岗,12.350755058638786,3,39950,1,0,6,0,0,0,0,1,8
三户,12.935717559359944,2,39951,1,0,3,0,0,0,0,0,4
日亚市,11.350755058638786,6,39952,0,0,0,1,0,0,0,5,6
VanEck,10.476285940722645,11,39953,0,0,1,1,0,0,2,10,14
好且,12.350755058638786,3,39954,0,0,0,2,0,0,0,1,3
蒋舒,13.935717559359944,1,39955,0,0,0,2,0,0,0,0,2
最糟,12.350755058638786,3,39956,0,0,0,2,0,0,0,1,3
农科,12.935717559359944,2,39957,0,0,0,0,0,0,2,0,2
逃汇,12.350755058638786,3,39958,0,0,0,7,0,0,6,0,13
中贯,13.935717559359944,1,39959,0,0,0,0,0,0,2,0,2
索尔维,13.935717559359944,1,39960,0,0,0,0,0,0,2,0,2
钱庄,11.61378946447258,5,39961,0,1,0,6,0,0,9,0,16
贷要,13.935717559359944,1,39962,0,0,0,0,0,0,1,0,1
汇吃,13.935717559359944,1,39963,0,0,0,0,0,0,1,0,1
转口贸易,11.350755058638786,6,39964,0,7,0,4,7,0,7,0,25
付汇,12.350755058638786,3,39965,0,0,0,7,0,0,8,0,15
嘉禾,12.350755058638786,3,39966,0,0,0,0,0,0,4,0,4
平瑞,13.935717559359944,1,39967,0,0,0,0,0,0,2,0,2
中霖,13.935717559359944,1,39968,0,0,0,0,0,0,2,0,2
杜某,13.935717559359944,1,39969,0,0,0,0,0,0,1,0,1
贷及,13.935717559359944,1,39970,0,0,0,0,0,0,1,0,1
提单,12.350755058638786,3,39971,0,0,0,3,0,0,4,0,7
泰兴,12.350755058638786,3,39972,0,3,0,0,0,0,4,0,7
恒景,13.935717559359944,1,39973,0,0,0,0,0,0,2,0,2
书本上,12.350755058638786,3,39974,0,0,0,0,4,0,2,0,6
空套,13.935717559359944,1,39975,0,0,0,0,2,0,0,0,2
那么回事,13.935717559359944,1,39976,0,0,0,0,1,0,0,0,1
不套,13.935717559359944,1,39977,0,0,0,0,1,0,0,0,1
移仓,11.12836263730234,7,39978,0,0,0,0,13,0,0,0,13
没算,12.935717559359944,2,39979,0,0,0,0,1,0,1,0,2
库存商品,11.935717559359944,4,39980,0,0,0,0,7,0,2,0,9
呼啸而过,13.935717559359944,1,39981,0,0,0,0,1,0,0,0,1
保嘛,13.935717559359944,1,39982,0,0,0,0,1,0,0,0,1
畏之如虎,13.935717559359944,1,39983,0,0,0,0,1,0,0,0,1
草泥马,13.935717559359944,1,39984,0,0,0,0,1,0,0,0,1
分嘛,13.935717559359944,1,39985,0,0,0,0,1,0,0,0,1
裸奔,11.61378946447258,5,39986,2,0,0,0,1,1,2,0,6
深时,13.935717559359944,1,39987,0,0,0,0,1,0,0,0,1
做空套,12.935717559359944,2,39988,0,0,0,0,3,0,0,0,3
书本,13.935717559359944,1,39989,0,0,0,0,1,0,0,0,1
一万匹,13.935717559359944,1,39990,0,0,0,0,1,0,0,0,1
IG,9.476285940722645,22,39991,0,0,0,21,0,30,1,6,58
Beauchamp,12.935717559359944,2,39992,0,0,0,2,0,0,0,0,2
日仅,11.61378946447258,5,39993,0,1,2,0,0,0,2,0,5
飞因,12.350755058638786,3,39994,0,1,1,0,0,0,1,0,3
吴剑,12.350755058638786,3,39995,0,1,1,0,2,0,0,0,4
暂免,10.935717559359944,8,39996,0,8,0,4,0,0,0,0,12
男则,13.935717559359944,1,39997,0,0,0,1,0,0,0,0,1
徐燕燕,11.61378946447258,5,39998,0,2,0,3,0,0,0,0,5
投者,13.935717559359944,1,39999,0,0,0,2,0,0,0,0,2
外储中,11.935717559359944,4,40000,0,2,0,2,0,0,0,1,5
券款,11.935717559359944,4,40001,0,2,0,2,0,0,1,0,5
风沙,13.935717559359944,1,40002,0,0,1,0,0,0,0,0,1
黑城,13.935717559359944,1,40003,0,0,2,0,0,0,0,0,2
饮水思源,13.935717559359944,1,40004,0,0,1,0,0,0,0,0,1
阅览室,13.935717559359944,1,40005,0,0,1,0,0,0,0,0,1
温情,11.935717559359944,4,40006,1,1,1,0,0,1,0,0,4
沙起,13.935717559359944,1,40007,0,0,1,0,0,0,0,0,1
梭梭林,13.935717559359944,1,40008,0,0,2,0,0,0,0,0,2
额济纳,13.935717559359944,1,40009,0,0,4,0,0,0,0,0,4
扬沙,13.935717559359944,1,40010,0,0,1,0,0,0,0,0,1
立新,11.935717559359944,4,40011,0,1,3,0,0,0,4,0,8
塘村,13.935717559359944,1,40012,0,0,1,0,0,0,0,0,1
安定区,13.935717559359944,1,40013,0,0,1,0,0,0,0,0,1
废品,12.935717559359944,2,40014,0,0,1,0,0,1,0,0,2
李家,12.350755058638786,3,40015,0,0,1,0,0,0,6,0,7
西伯利亚,11.350755058638786,6,40016,0,0,1,0,4,0,4,0,9
定西市,13.935717559359944,1,40017,0,0,2,0,0,0,0,0,2
林业局,13.935717559359944,1,40018,0,0,1,0,0,0,0,0,1
民政局,12.350755058638786,3,40019,5,0,1,0,0,0,0,0,6
岷县,13.935717559359944,1,40020,0,0,1,0,0,0,0,0,1
老先生,13.935717559359944,1,40021,0,0,1,0,0,0,0,0,1
李塘,13.935717559359944,1,40022,0,0,1,0,0,0,0,0,1
风起,11.935717559359944,4,40023,1,0,4,0,0,0,0,0,5
之窗,13.935717559359944,1,40024,0,0,1,0,0,0,0,0,1
梭梭,13.935717559359944,1,40025,0,0,4,0,0,0,0,0,4
踏实,10.61378946447258,10,40026,4,0,3,0,2,2,1,0,12
造林,13.935717559359944,1,40027,0,0,1,0,0,0,0,0,1
花儿,13.935717559359944,1,40028,0,0,6,0,0,0,0,0,6
省市区,11.935717559359944,4,40029,2,0,1,0,1,0,0,0,4
余册,13.935717559359944,1,40030,0,0,1,0,0,0,0,0,1
卖单,9.848254718109605,17,40031,0,0,0,1,2,0,6,9,18
亨特,11.61378946447258,5,40032,0,0,0,2,0,0,1,2,5
连累,10.935717559359944,8,40033,0,0,2,0,0,0,5,2,9
超量,10.76579255791763,9,40034,0,0,2,1,2,1,0,3,9
周以,11.61378946447258,5,40035,0,0,0,2,0,0,0,3,5
重大成果,10.935717559359944,8,40036,0,0,0,4,0,0,1,4,9
民族党,11.12836263730234,7,40037,0,0,0,2,0,0,1,4,7
乱花钱,12.350755058638786,3,40038,0,0,0,0,0,0,1,2,3
易醒,13.935717559359944,1,40039,0,0,0,0,0,0,0,1,1
金兑,13.935717559359944,1,40040,0,0,0,0,0,0,0,1,1
Ridge,12.350755058638786,3,40041,0,0,0,0,0,0,0,5,5
Meger,11.935717559359944,4,40042,0,0,0,1,0,0,0,6,7
以比,11.935717559359944,4,40043,0,0,0,2,0,2,0,0,4
Xeon,13.935717559359944,1,40044,0,0,0,0,0,4,0,0,4
Cascade,13.935717559359944,1,40045,0,0,0,0,0,11,0,0,11
云外,13.935717559359944,1,40046,0,0,0,0,0,1,0,0,1
鼓吹,11.350755058638786,6,40047,0,0,0,2,0,2,2,0,6
肖恩,12.350755058638786,3,40048,0,0,0,0,0,1,1,1,3
哈德逊,13.935717559359944,1,40049,0,0,0,0,0,7,0,0,7
言过其实,12.350755058638786,3,40050,0,0,0,1,0,1,2,0,4
无论怎样,12.350755058638786,3,40051,1,0,0,0,1,1,0,0,3
堡,12.935717559359944,2,40052,0,0,0,0,0,1,18,0,19
Turnpike,13.935717559359944,1,40053,0,0,0,0,0,3,0,0,3
开到,12.350755058638786,3,40054,0,0,0,0,2,1,0,0,3
Autopilot,11.935717559359944,4,40055,0,0,0,0,0,22,0,0,22
买车,12.350755058638786,3,40056,1,0,0,0,0,1,1,0,3
卓远,11.935717559359944,4,40057,0,0,2,0,1,0,3,0,6
争光,13.935717559359944,1,40058,0,0,9,0,0,0,0,0,9
国威,12.350755058638786,3,40059,0,1,0,0,0,0,2,0,3
陈亮,12.935717559359944,2,40060,0,0,0,0,0,4,2,0,6
围攻,11.935717559359944,4,40061,0,0,0,1,0,1,1,2,5
仇,13.935717559359944,1,40062,0,0,0,0,0,1,0,0,1
韩歆毅,12.350755058638786,3,40063,4,0,0,0,0,1,0,0,5
榜上,10.350755058638786,12,40064,0,0,7,0,0,2,3,0,12
槽,10.61378946447258,10,40065,1,0,0,0,2,6,4,0,13
有钱人,12.350755058638786,3,40066,0,0,0,0,0,3,0,0,3
挑动,11.935717559359944,4,40067,0,1,1,0,1,1,0,0,4
推文下,12.935717559359944,2,40068,0,0,0,0,0,3,0,0,3
浮夸,12.935717559359944,2,40069,0,0,0,0,0,1,1,0,2
饲料厂,11.350755058638786,6,40070,0,0,0,0,9,0,0,0,9
供需双方,11.61378946447258,5,40071,0,4,0,0,2,0,1,0,7
完后,11.350755058638786,6,40072,0,1,2,0,2,1,0,0,6
辽吉,12.350755058638786,3,40073,0,0,0,0,5,0,0,0,5
高走,11.935717559359944,4,40074,0,0,0,0,5,0,1,0,6
价格行情,11.350755058638786,6,40075,0,0,0,0,6,0,0,0,6
粮质,12.935717559359944,2,40076,0,0,0,0,3,0,0,0,3
年春,12.935717559359944,2,40077,1,0,0,0,1,0,0,0,2
虫灾,12.935717559359944,2,40078,0,0,0,0,2,0,0,0,2
日累,12.350755058638786,3,40079,0,0,0,0,1,0,2,0,3
消费性,11.350755058638786,6,40080,0,3,3,2,0,0,3,0,11
某云,12.935717559359944,2,40081,0,0,0,0,0,0,6,0,6
某薇,12.935717559359944,2,40082,0,0,0,0,0,0,10,0,10
Salesforce,11.12836263730234,7,40083,0,0,0,0,0,7,3,0,10
服务化,12.935717559359944,2,40084,0,0,0,0,0,0,2,0,2
王代新,13.935717559359944,1,40085,0,0,0,0,0,0,3,0,3
自然规律,10.935717559359944,8,40086,2,0,0,0,5,1,3,0,11
股会,12.935717559359944,2,40087,0,0,0,0,0,0,1,1,2
尹生,12.935717559359944,2,40088,0,0,0,0,0,1,2,0,3
余晓光,13.935717559359944,1,40089,0,0,0,0,0,0,4,0,4
余若晰,11.935717559359944,4,40090,0,0,0,0,0,0,4,0,4
炒货,11.935717559359944,4,40091,0,0,0,0,0,2,9,0,11
味,11.350755058638786,6,40092,0,0,0,0,0,2,5,1,8
对香,12.935717559359944,2,40093,0,0,0,0,0,0,3,0,3
铺子,12.350755058638786,3,40094,0,0,0,0,0,17,5,0,22
百草,13.935717559359944,1,40095,0,0,0,0,0,0,3,0,3
食品行业,11.12836263730234,7,40096,0,0,0,0,0,2,8,0,10
良品,12.350755058638786,3,40097,0,0,0,0,0,7,4,0,11
零食,11.12836263730234,7,40098,0,0,0,0,0,1,7,0,8
洽洽,12.350755058638786,3,40099,0,0,0,0,0,0,45,0,45
瓜子,11.350755058638786,6,40100,0,0,0,0,0,17,6,0,23
游燕犯,13.935717559359944,1,40101,0,0,0,0,0,1,0,0,1
祈成,13.935717559359944,1,40102,0,0,0,0,0,4,0,0,4
女店主,13.935717559359944,1,40103,0,0,0,0,0,3,0,0,3
北京师范大学,11.12836263730234,7,40104,1,0,0,1,3,2,1,0,8
游燕自,13.935717559359944,1,40105,0,0,0,0,0,1,0,0,1
请原谅,13.935717559359944,1,40106,0,0,0,0,0,1,0,0,1
服装网,13.935717559359944,1,40107,0,0,0,0,0,1,0,0,1
直邮,13.935717559359944,1,40108,0,0,0,0,0,2,0,0,2
薛军,13.935717559359944,1,40109,0,0,0,0,0,3,0,0,3
追访,13.935717559359944,1,40110,0,0,0,0,0,1,0,0,1
带进,13.935717559359944,1,40111,0,0,0,0,0,1,0,0,1
不辞而别,13.935717559359944,1,40112,0,0,0,0,0,1,0,0,1
进关,13.935717559359944,1,40113,0,0,0,0,0,1,0,0,1
游燕称,13.935717559359944,1,40114,0,0,0,0,0,1,0,0,1
暂设,13.935717559359944,1,40115,0,0,0,0,0,1,0,0,1
彭新林,13.935717559359944,1,40116,0,0,0,0,0,1,0,0,1
别犯,13.935717559359944,1,40117,0,0,0,0,0,1,0,0,1
曹林华,13.935717559359944,1,40118,0,0,0,0,0,1,0,0,1
指请,13.935717559359944,1,40119,0,0,0,0,0,1,0,0,1
入关,13.935717559359944,1,40120,0,0,0,0,0,1,0,0,1
直邮给,13.935717559359944,1,40121,0,0,0,0,0,1,0,0,1
王瑞琪,13.935717559359944,1,40122,0,0,0,0,0,1,0,0,1
女子监狱,13.935717559359944,1,40123,0,0,0,0,0,2,0,0,2
退步,12.350755058638786,3,40124,0,0,0,0,0,1,0,2,3
死路一条,12.350755058638786,3,40125,0,0,0,1,0,0,0,2,3
原地,11.935717559359944,4,40126,1,0,0,0,1,0,0,2,4
Ashworth,12.350755058638786,3,40127,0,0,0,0,0,0,0,9,9
BSS,13.935717559359944,1,40128,0,0,0,0,0,0,1,0,1
通信软件,12.935717559359944,2,40129,0,0,1,0,0,0,1,0,2
亚信,13.935717559359944,1,40130,0,0,0,0,0,0,5,0,5
名正言顺,12.350755058638786,3,40131,0,0,1,1,0,0,1,0,3
多一份,12.935717559359944,2,40132,0,0,1,1,0,0,0,0,2
掉以轻心,11.61378946447258,5,40133,1,0,0,2,1,0,1,0,5
已募,13.935717559359944,1,40134,0,0,0,0,0,0,1,0,1
铁制,13.935717559359944,1,40135,0,0,0,0,0,0,2,0,2
鲈,13.935717559359944,1,40136,0,0,0,0,0,0,3,0,3
印铁及,13.935717559359944,1,40137,0,0,0,0,0,0,1,0,1
印铁是,13.935717559359944,1,40138,0,0,0,0,0,0,1,0,1
邛崃,13.935717559359944,1,40139,0,0,0,0,0,0,17,0,17
时募,13.935717559359944,1,40140,0,0,0,0,0,0,1,0,1
制罐,12.935717559359944,2,40141,5,0,0,0,0,0,3,0,8
华源,13.935717559359944,1,40142,0,0,0,0,0,0,54,0,54
咸宁,11.935717559359944,4,40143,0,2,0,0,0,0,4,0,6
彩印,12.935717559359944,2,40144,3,0,0,0,0,0,8,0,11
年尚,13.935717559359944,1,40145,0,0,0,0,0,0,1,0,1
印铁,13.935717559359944,1,40146,0,0,0,0,0,0,5,0,5
罐及,13.935717559359944,1,40147,0,0,0,0,0,0,10,0,10
济宁,10.76579255791763,9,40148,5,1,0,0,2,0,4,0,12
海涛,11.350755058638786,6,40149,0,3,1,0,1,0,2,0,7
曲阜,12.350755058638786,3,40150,0,1,0,0,0,0,10,0,11
滨州,11.350755058638786,6,40151,1,1,0,0,4,0,2,0,8
行及,12.935717559359944,2,40152,0,2,0,0,0,0,0,0,2
名股,12.350755058638786,3,40153,2,1,0,0,0,0,0,0,3
信中利,11.935717559359944,4,40154,1,0,1,0,0,0,4,0,6
明股,12.350755058638786,3,40155,5,0,0,0,0,0,0,0,5
上锁,12.935717559359944,2,40156,2,0,0,0,0,2,0,0,4
实债,11.61378946447258,5,40157,7,1,0,0,0,0,0,0,8
粟芳,11.61378946447258,5,40158,13,0,0,0,0,0,0,0,13
Randol,13.935717559359944,1,40159,0,0,0,3,0,0,0,0,3
GT,11.935717559359944,4,40160,0,0,0,0,0,1,3,0,4
中宠,12.350755058638786,3,40161,0,3,2,0,0,0,3,0,8
凡谷,11.61378946447258,5,40162,0,0,0,0,0,0,12,0,12
户降,13.935717559359944,1,40163,0,0,0,0,0,0,6,0,6
变焦,11.935717559359944,4,40164,0,0,0,0,0,4,0,0,4
沉下,11.935717559359944,4,40165,0,0,2,0,0,2,0,0,4
做个,10.61378946447258,10,40166,0,2,2,1,0,4,1,0,10
大疆,11.61378946447258,5,40167,0,1,0,0,0,5,2,0,8
便携性,12.935717559359944,2,40168,0,0,0,0,0,3,0,0,3
几代,11.61378946447258,5,40169,0,0,0,1,1,3,0,0,5
心来,11.935717559359944,4,40170,0,0,2,0,0,2,0,0,4
萍乡,12.350755058638786,3,40171,0,0,0,0,2,0,2,0,4
计容,11.61378946447258,5,40172,0,0,0,0,0,0,5,0,5
土地价格,12.935717559359944,2,40173,0,0,0,0,0,0,2,0,2
株洲,12.350755058638786,3,40174,0,0,0,0,0,0,4,0,4
缩编,11.935717559359944,4,40175,1,0,0,0,0,0,4,0,5
罗韬,12.935717559359944,2,40176,0,0,0,0,0,0,2,0,2
万州,12.935717559359944,2,40177,0,0,0,0,0,0,2,0,2
楼板,12.935717559359944,2,40178,0,0,0,0,0,0,2,0,2
商办,11.61378946447258,5,40179,0,0,0,0,1,0,4,0,5
张玉良,12.935717559359944,2,40180,0,0,0,0,0,0,2,0,2
烟消云散,11.935717559359944,4,40181,0,0,0,1,1,1,0,1,4
爆炸性,10.028826963751424,15,40182,0,0,2,3,1,2,2,5,15
转瞬即逝,11.61378946447258,5,40183,0,0,1,1,0,0,0,3,5
那波,10.76579255791763,9,40184,0,2,0,1,5,0,1,0,9
日收于,11.935717559359944,4,40185,0,0,1,1,1,0,1,0,4
推论,11.350755058638786,6,40186,0,0,0,2,2,0,2,0,6
投资国,12.935717559359944,2,40187,0,0,2,0,0,0,0,0,2
断层,11.350755058638786,6,40188,2,0,2,1,0,0,2,0,7
勇立,13.935717559359944,1,40189,0,0,1,0,0,0,0,0,1
数不胜数,12.935717559359944,2,40190,0,0,1,0,1,0,0,0,2
加速器,11.350755058638786,6,40191,0,0,2,0,0,4,3,0,9
词叫,12.350755058638786,3,40192,0,0,1,0,1,0,0,1,3
裸泳,13.935717559359944,1,40193,0,0,1,0,0,0,0,0,1
泛泛,12.350755058638786,3,40194,0,0,2,0,0,0,1,0,3
滋养,11.350755058638786,6,40195,1,1,2,0,0,1,1,0,6
潮头,12.935717559359944,2,40196,0,1,1,0,0,0,0,0,2
人口众多,12.350755058638786,3,40197,0,0,1,0,1,0,1,0,3
荣辱,13.935717559359944,1,40198,0,0,1,0,0,0,0,0,1
校外,12.350755058638786,3,40199,0,0,0,0,0,0,12,0,12
培训班,10.476285940722645,11,40200,0,0,1,0,7,0,14,0,22
完成率,11.935717559359944,4,40201,0,0,0,0,0,1,4,0,5
万所,13.935717559359944,1,40202,0,0,0,0,0,0,3,0,3
面向社会,11.12836263730234,7,40203,3,1,1,0,1,0,1,0,7
冰冷,12.350755058638786,3,40204,1,0,0,0,0,0,2,0,3
斩,12.350755058638786,3,40205,0,0,0,0,0,0,2,1,3
摘星,12.350755058638786,3,40206,0,0,0,0,0,0,8,0,8
爆棚,12.350755058638786,3,40207,0,0,0,0,2,0,1,2,5
买壳,11.61378946447258,5,40208,0,0,0,0,0,0,7,0,7
脱帽,12.935717559359944,2,40209,0,0,0,0,0,0,7,0,7
卖地,12.350755058638786,3,40210,0,3,0,0,0,0,1,0,4
安丽芬,12.350755058638786,3,40211,0,0,0,0,0,0,3,0,3
卖房,12.350755058638786,3,40212,0,0,0,1,0,0,2,0,3
拉出,11.61378946447258,5,40213,0,0,0,0,0,1,3,1,5
陆运,12.935717559359944,2,40214,0,0,0,0,0,0,2,0,2
练手,12.935717559359944,2,40215,0,0,3,0,0,1,0,0,4
楼华锋,13.935717559359944,1,40216,0,0,3,0,0,0,0,0,3
自掏腰包,11.935717559359944,4,40217,0,0,2,1,1,0,0,0,4
韩晶,13.935717559359944,1,40218,0,0,1,0,0,0,0,0,1
附图,12.935717559359944,2,40219,0,0,3,0,0,0,0,0,3
圆满成功,12.935717559359944,2,40220,3,0,0,0,0,0,0,0,3
星座,11.61378946447258,5,40221,1,0,0,0,0,4,3,0,8
该星,13.935717559359944,1,40222,1,0,0,0,0,0,0,0,1
定轨,13.935717559359944,1,40223,1,0,0,0,0,0,0,0,1
中尺度,13.935717559359944,1,40224,1,0,0,0,0,0,0,0,1
星是,13.935717559359944,1,40225,1,0,0,0,0,0,0,0,1
太原卫星发射中心,13.935717559359944,1,40226,1,0,0,0,0,0,0,0,1
海洋资源,13.935717559359944,1,40227,1,0,0,0,0,0,0,0,1
卫星平台,13.935717559359944,1,40228,1,0,0,0,0,0,0,0,1
长征四号,13.935717559359944,1,40229,1,0,0,0,0,0,0,0,1
第二颗,11.935717559359944,4,40230,2,0,0,0,0,2,0,0,4
亏安盛,13.935717559359944,1,40231,1,0,0,0,0,0,0,0,1
江岸,11.350755058638786,6,40232,5,0,0,0,0,0,1,0,6
法人股,11.350755058638786,6,40233,5,1,0,0,0,0,2,0,8
由盈转,13.935717559359944,1,40234,1,0,0,0,0,0,0,0,1
杂项,12.935717559359944,2,40235,0,0,0,0,0,0,3,0,3
高等法院,10.028826963751424,15,40236,0,0,0,0,0,1,26,0,27
颁令,11.350755058638786,6,40237,0,0,0,0,0,0,7,0,7
指跌超,10.76579255791763,9,40238,0,0,0,1,1,0,8,0,10
克利斯,10.350755058638786,12,40239,1,1,1,3,0,1,5,1,13
埃米,12.350755058638786,3,40240,0,0,0,1,0,0,2,0,3
三连跌,12.350755058638786,3,40241,0,0,0,0,0,0,2,1,3
下结论,10.476285940722645,11,40242,1,1,0,2,0,2,4,1,11
不无道理,11.350755058638786,6,40243,0,0,2,0,0,1,3,0,6
大敌,12.350755058638786,3,40244,0,0,0,0,0,0,1,2,3
半程,12.935717559359944,2,40245,0,0,0,0,0,0,2,1,3
主动力,11.935717559359944,4,40246,0,0,1,0,0,1,2,0,4
之剑,10.028826963751424,15,40247,1,1,2,1,0,2,6,2,15
快节奏,11.61378946447258,5,40248,1,0,0,1,0,1,2,0,5
郭党钰外,12.935717559359944,2,40249,0,0,2,0,0,0,0,0,2
除中金,12.350755058638786,3,40250,0,0,5,0,0,0,0,0,5
沃,11.935717559359944,4,40251,0,0,6,0,1,0,0,0,7
玥,12.350755058638786,3,40252,0,0,3,0,0,0,0,0,3
杨立,12.935717559359944,2,40253,0,0,2,0,0,0,0,0,2
于玥,12.350755058638786,3,40254,0,0,7,0,0,0,0,0,7
新安,11.350755058638786,6,40255,0,1,3,0,0,0,4,0,8
两三家,12.935717559359944,2,40256,0,0,2,0,0,0,0,0,2
差评,10.935717559359944,8,40257,0,0,2,0,0,5,2,0,9
货基二,12.350755058638786,3,40258,0,0,3,0,0,0,0,0,3
刘重晋,12.935717559359944,2,40259,0,0,6,0,0,0,0,0,6
之深,11.935717559359944,4,40260,0,0,2,1,0,0,1,0,4
不甘,10.128362637302338,14,40261,2,1,3,1,1,3,3,0,14
孛,12.935717559359944,2,40262,0,0,2,0,0,0,0,0,2
中金基,12.935717559359944,2,40263,0,0,2,0,0,0,0,0,2
石玉,12.935717559359944,2,40264,0,0,8,0,0,0,0,0,8
郭党钰,12.350755058638786,3,40265,0,0,15,0,0,0,0,0,15
交得,13.935717559359944,1,40266,1,0,0,0,0,0,0,0,1
多交,12.935717559359944,2,40267,2,0,0,0,0,0,0,0,2
而领,13.935717559359944,1,40268,1,0,0,0,0,0,0,0,1
陈女士,12.935717559359944,2,40269,8,0,0,0,2,0,0,0,10
员工工资,10.128362637302338,14,40270,2,0,0,0,1,7,6,1,17
加重负担,13.935717559359944,1,40271,1,0,0,0,0,0,0,0,1
慌,11.12836263730234,7,40272,1,1,0,0,0,1,2,2,7
文体用品,13.935717559359944,1,40273,1,0,0,0,0,0,0,0,1
国地税,11.935717559359944,4,40274,4,0,0,0,0,0,0,0,4
只交,13.935717559359944,1,40275,1,0,0,0,0,0,0,0,1
税务所,13.935717559359944,1,40276,1,0,0,0,0,0,0,0,1
来办,13.935717559359944,1,40277,1,0,0,0,0,0,0,0,1
外迁,12.350755058638786,3,40278,1,0,0,1,0,0,1,0,3
记件,13.935717559359944,1,40279,1,0,0,0,0,0,0,0,1
金华市,13.935717559359944,1,40280,1,0,0,0,0,0,0,0,1
服装厂,12.935717559359944,2,40281,4,0,0,0,0,0,0,0,4
涟漪,12.350755058638786,3,40282,1,0,0,1,0,0,0,2,4
压垮,11.61378946447258,5,40283,1,0,0,0,1,1,0,2,5
问到,9.848254718109605,17,40284,1,0,0,10,0,2,2,3,18
白井早,12.935717559359944,2,40285,0,0,0,4,0,0,0,0,4
样车,12.350755058638786,3,40286,0,1,0,0,0,3,0,0,4
真身,13.935717559359944,1,40287,0,0,0,0,0,1,0,0,1
尼克,11.350755058638786,6,40288,0,0,0,4,0,5,0,0,9
景深,12.350755058638786,3,40289,0,0,0,0,0,5,0,0,5
第一台,12.350755058638786,3,40290,0,0,0,0,0,4,0,0,4
桑普森,13.935717559359944,1,40291,0,0,0,0,0,1,0,0,1
濒临破产,11.61378946447258,5,40292,0,0,1,0,0,1,2,1,5
两辆,11.935717559359944,4,40293,1,0,0,0,0,5,0,0,6
几张,11.350755058638786,6,40294,0,0,0,1,0,1,5,2,9
所求,11.61378946447258,5,40295,3,0,0,0,0,2,1,0,6
Savagian,13.935717559359944,1,40296,0,0,0,0,0,1,0,0,1
斯特凡,13.935717559359944,1,40297,0,0,0,0,0,5,0,0,5
自证,12.935717559359944,2,40298,0,0,0,0,0,1,1,0,2
资方,10.61378946447258,10,40299,0,1,0,0,5,2,5,0,13
沦落,11.935717559359944,4,40300,0,0,2,0,0,1,2,0,5
Sampson,13.935717559359944,1,40301,0,0,0,0,0,1,0,0,1
电池容量,11.12836263730234,7,40302,0,0,0,0,0,10,0,0,10
李洋,12.935717559359944,2,40303,0,0,0,0,0,1,2,0,3
发不出,11.935717559359944,4,40304,0,1,0,0,0,5,0,0,6
